%Time,bubbleVolume,bubblepressure,bubblemass,oilmass,watermass
0,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
1.2e-12,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
2.64e-12,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
4.368e-12,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
6.4416e-12,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
8.92992e-12,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
1.19159e-11,1.69139e-17,8.3123e-09,6.23889e-15,0,4.00081e-07
1.54991e-11,1.69139e-17,8.3123e-09,6.2389e-15,0,4.00081e-07
1.97989e-11,1.6914e-17,8.3123e-09,6.2389e-15,0,4.00081e-07
2.49587e-11,1.6914e-17,8.3123e-09,6.23891e-15,0,4.00081e-07
3.11504e-11,1.6914e-17,8.3123e-09,6.23892e-15,0,4.00081e-07
3.85805e-11,1.69141e-17,8.3123e-09,6.23893e-15,0,4.00081e-07
4.74965e-11,1.69141e-17,8.3123e-09,6.23895e-15,0,4.00081e-07
5.81958e-11,1.69142e-17,8.31231e-09,6.23897e-15,0,4.00081e-07
7.1035e-11,1.69144e-17,8.31231e-09,6.23901e-15,0,4.00081e-07
8.6442e-11,1.69146e-17,8.31231e-09,6.23907e-15,0,4.00081e-07
1.0493e-10,1.69149e-17,8.31232e-09,6.23915e-15,0,4.00081e-07
1.27117e-10,1.69154e-17,8.31232e-09,6.23927e-15,0,4.00081e-07
1.5374e-10,1.69161e-17,8.31233e-09,6.23944e-15,0,4.00081e-07
1.85688e-10,1.69172e-17,8.31235e-09,6.23968e-15,0,4.00081e-07
2.24026e-10,1.69186e-17,8.31236e-09,6.24004e-15,0,4.00081e-07
2.70031e-10,1.69208e-17,8.31053e-09,6.23914e-15,0,4.00081e-07
3.25237e-10,1.69224e-17,8.30904e-09,6.23892e-15,0,4.00081e-07
3.91485e-10,1.69247e-17,8.30705e-09,6.23874e-15,0,4.00081e-07
4.70983e-10,1.69281e-17,8.30428e-09,6.23857e-15,0,4.00081e-07
5.66376e-10,1.6933e-17,8.30034e-09,6.23838e-15,0,4.00081e-07
6.80846e-10,1.694e-17,8.29473e-09,6.23812e-15,0,4.00081e-07
