%Time,bubbleVolume,bubblepressure,bubblemass,oilmass,watermass
0,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
1.2e-12,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
2.64e-12,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
4.368e-12,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
6.4416e-12,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
8.92992e-12,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
1.19159e-11,1.69139e-17,8.31254e-09,6.23906e-15,0,4.00081e-07
1.54991e-11,1.69139e-17,8.31254e-09,6.23907e-15,0,4.00081e-07
1.97989e-11,1.6914e-17,8.31255e-09,6.23907e-15,0,4.00081e-07
2.49587e-11,1.6914e-17,8.31255e-09,6.23907e-15,0,4.00081e-07
3.11504e-11,1.6914e-17,8.31255e-09,6.23908e-15,0,4.00081e-07
3.85805e-11,1.69141e-17,8.31255e-09,6.2391e-15,0,4.00081e-07
4.74965e-11,1.69141e-17,8.31255e-09,6.23911e-15,0,4.00081e-07
5.81958e-11,1.69142e-17,8.31255e-09,6.23914e-15,0,4.00081e-07
7.1035e-11,1.69144e-17,8.31256e-09,6.23918e-15,0,4.00081e-07
8.6442e-11,1.69146e-17,8.31256e-09,6.23923e-15,0,4.00081e-07
1.0493e-10,1.6915e-17,8.31256e-09,6.23932e-15,0,4.00081e-07
1.27117e-10,1.69154e-17,8.31257e-09,6.23943e-15,0,4.00081e-07
1.5374e-10,1.69161e-17,8.31258e-09,6.2396e-15,0,4.00081e-07
1.85688e-10,1.69172e-17,8.31259e-09,6.23985e-15,0,4.00081e-07
2.24026e-10,1.69186e-17,8.31261e-09,6.24021e-15,0,4.00081e-07
2.70031e-10,1.69208e-17,8.31077e-09,6.23931e-15,0,4.00081e-07
3.25237e-10,1.69224e-17,8.30929e-09,6.23909e-15,0,4.00081e-07
3.91485e-10,1.69247e-17,8.3073e-09,6.23891e-15,0,4.00081e-07
4.70983e-10,1.69281e-17,8.30452e-09,6.23874e-15,0,4.00081e-07
5.66376e-10,1.6933e-17,8.30059e-09,6.23854e-15,0,4.00081e-07
6.80846e-10,1.694e-17,8.29498e-09,6.23829e-15,0,4.00081e-07
8.18209e-10,1.69503e-17,8.28698e-09,6.23795e-15,0,4.00081e-07
9.83036e-10,1.69652e-17,8.2756e-09,6.23747e-15,0,4.00081e-07
1.18082e-09,1.69869e-17,8.25949e-09,6.23681e-15,0,4.00081e-07
1.41818e-09,1.70186e-17,8.23682e-09,6.2359e-15,0,4.00081e-07
1.703e-09,1.70652e-17,8.20826e-09,6.23805e-15,0,4.00081e-07
