%Time,bubbleVolume,bubblepressure,bubblemass,oilmass,watermass
0,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
1.2e-12,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
2.64e-12,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
4.368e-12,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
6.4416e-12,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
8.92992e-12,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
1.19159e-11,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
1.54991e-11,1.59248e-17,7.60488e-09,5.74248e-15,0,4.00081e-07
1.97989e-11,1.59248e-17,7.60488e-09,5.74249e-15,0,4.00081e-07
2.49587e-11,1.59249e-17,7.60488e-09,5.74249e-15,0,4.00081e-07
3.11504e-11,1.59249e-17,7.60488e-09,5.7425e-15,0,4.00081e-07
3.85805e-11,1.59249e-17,7.60488e-09,5.74251e-15,0,4.00081e-07
4.74965e-11,1.5925e-17,7.60489e-09,5.74253e-15,0,4.00081e-07
5.81958e-11,1.59251e-17,7.60489e-09,5.74255e-15,0,4.00081e-07
7.1035e-11,1.59253e-17,7.60489e-09,5.74259e-15,0,4.00081e-07
8.6442e-11,1.59255e-17,7.6049e-09,5.74264e-15,0,4.00081e-07
1.0493e-10,1.59258e-17,7.60491e-09,5.74272e-15,0,4.00081e-07
1.27117e-10,1.59262e-17,7.60492e-09,5.74283e-15,0,4.00081e-07
1.5374e-10,1.59269e-17,7.60493e-09,5.74299e-15,0,4.00081e-07
1.85688e-10,1.59279e-17,7.60495e-09,5.74322e-15,0,4.00081e-07
2.24026e-10,1.59293e-17,7.60497e-09,5.74356e-15,0,4.00081e-07
2.70031e-10,1.59313e-17,7.60501e-09,5.74404e-15,0,4.00081e-07
3.25237e-10,1.59342e-17,7.60251e-09,5.74281e-15,0,4.00081e-07
3.91485e-10,1.59364e-17,7.6005e-09,5.74251e-15,0,4.00081e-07
4.70983e-10,1.59396e-17,7.5978e-09,5.74227e-15,0,4.00081e-07
5.66376e-10,1.59443e-17,7.59406e-09,5.74204e-15,0,4.00081e-07
6.80846e-10,1.5951e-17,7.58876e-09,5.74176e-15,0,4.00081e-07
8.18209e-10,1.59607e-17,7.58123e-09,5.74141e-15,0,4.00081e-07
9.83036e-10,1.59749e-17,7.57053e-09,5.74094e-15,0,4.00081e-07
1.18082e-09,1.59956e-17,7.55541e-09,5.74029e-15,0,4.00081e-07
1.41818e-09,1.60257e-17,7.53414e-09,5.7394e-15,0,4.00081e-07
1.703e-09,1.60701e-17,7.50742e-09,5.74138e-15,0,4.00081e-07
2.04477e-09,1.6129e-17,7.46856e-09,5.74106e-15,0,4.00081e-07
2.44459e-09,1.62147e-17,7.41773e-09,5.74128e-15,0,4.00081e-07
2.89557e-09,1.6335e-17,7.3549e-09,5.74245e-15,0,4.00081e-07
3.35149e-09,1.64855e-17,7.28721e-09,5.74525e-15,0,4.00081e-07
3.76711e-09,1.66509e-17,7.2221e-09,5.7486e-15,0,4.00081e-07
4.1546e-09,1.6831e-17,7.15814e-09,5.75106e-15,0,4.00081e-07
4.52031e-09,1.70254e-17,7.09505e-09,5.75222e-15,0,4.00081e-07
4.86936e-09,1.72341e-17,7.03313e-09,5.75249e-15,0,4.00081e-07
5.20532e-09,1.74571e-17,6.97242e-09,5.75197e-15,0,4.00081e-07
5.53063e-09,1.76945e-17,6.91328e-09,5.7512e-15,0,4.00081e-07
5.84704e-09,1.79461e-17,6.8557e-09,5.75024e-15,0,4.00081e-07
6.15597e-09,1.82115e-17,6.79979e-09,5.74933e-15,0,4.00081e-07
6.4587e-09,1.84907e-17,6.74542e-09,5.74843e-15,0,4.00081e-07
6.75617e-09,1.87835e-17,6.69255e-09,5.74765e-15,0,4.00081e-07
7.04925e-09,1.90895e-17,6.64111e-09,5.74701e-15,0,4.00081e-07
7.33882e-09,1.94087e-17,6.59096e-09,5.74648e-15,0,4.00081e-07
7.6258e-09,1.97412e-17,6.54189e-09,5.74595e-15,0,4.00081e-07
7.91072e-09,2.00867e-17,6.49385e-09,5.74544e-15,0,4.00081e-07
8.19353e-09,2.04443e-17,6.44694e-09,5.74508e-15,0,4.00081e-07
8.47481e-09,2.08139e-17,6.401e-09,5.74477e-15,0,4.00081e-07
8.75522e-09,2.11955e-17,6.35594e-09,5.74451e-15,0,4.00081e-07
9.03531e-09,2.15893e-17,6.31165e-09,5.74426e-15,0,4.00081e-07
9.31564e-09,2.19953e-17,6.26805e-09,5.744e-15,0,4.00081e-07
9.59605e-09,2.24128e-17,6.22519e-09,5.74379e-15,0,4.00081e-07
9.87654e-09,2.2841e-17,6.18307e-09,5.74366e-15,0,4.00081e-07
1.01577e-08,2.32802e-17,6.1416e-09,5.74359e-15,0,4.00081e-07
1.044e-08,2.37309e-17,6.10069e-09,5.74355e-15,0,4.00081e-07
1.0724e-08,2.41933e-17,6.06025e-09,5.74355e-15,0,4.00081e-07
1.10103e-08,2.4668e-17,6.02022e-09,5.74358e-15,0,4.00081e-07
1.12993e-08,2.51555e-17,5.98052e-09,5.74363e-15,0,4.00081e-07
1.15902e-08,2.56541e-17,5.94128e-09,5.7437e-15,0,4.00081e-07
1.18834e-08,2.61639e-17,5.90245e-09,5.74378e-15,0,4.00081e-07
1.21792e-08,2.66855e-17,5.86398e-09,5.74391e-15,0,4.00081e-07
1.24783e-08,2.72194e-17,5.82578e-09,5.74402e-15,0,4.00081e-07
1.27799e-08,2.77643e-17,5.78796e-09,5.74417e-15,0,4.00081e-07
1.30839e-08,2.83197e-17,5.75053e-09,5.74432e-15,0,4.00081e-07
1.33909e-08,2.88861e-17,5.71341e-09,5.74442e-15,0,4.00081e-07
1.37013e-08,2.94642e-17,5.67655e-09,5.7445e-15,0,4.00081e-07
1.40157e-08,3.00551e-17,5.63989e-09,5.7446e-15,0,4.00081e-07
1.43339e-08,3.06581e-17,5.60347e-09,5.7447e-15,0,4.00081e-07
1.46547e-08,3.12706e-17,5.56744e-09,5.74483e-15,0,4.00081e-07
1.49784e-08,3.18933e-17,5.53177e-09,5.74502e-15,0,4.00081e-07
1.53056e-08,3.25271e-17,5.49635e-09,5.74517e-15,0,4.00081e-07
1.56367e-08,3.31724e-17,5.46116e-09,5.74527e-15,0,4.00081e-07
1.59719e-08,3.38297e-17,5.42619e-09,5.74536e-15,0,4.00081e-07
1.63092e-08,3.4495e-17,5.39161e-09,5.74538e-15,0,4.00081e-07
1.66493e-08,3.51692e-17,5.35741e-09,5.74538e-15,0,4.00081e-07
1.69924e-08,3.58529e-17,5.32353e-09,5.74541e-15,0,4.00081e-07
1.73389e-08,3.65468e-17,5.28998e-09,5.7455e-15,0,4.00081e-07
1.76891e-08,3.72514e-17,5.25668e-09,5.74554e-15,0,4.00081e-07
1.80436e-08,3.79677e-17,5.2236e-09,5.74556e-15,0,4.00081e-07
1.84014e-08,3.86939e-17,5.19084e-09,5.74556e-15,0,4.00081e-07
1.87614e-08,3.94274e-17,5.15852e-09,5.74562e-15,0,4.00081e-07
1.91237e-08,4.01686e-17,5.12658e-09,5.74562e-15,0,4.00081e-07
1.9489e-08,4.09188e-17,5.09499e-09,5.74559e-15,0,4.00081e-07
1.98577e-08,4.16787e-17,5.06373e-09,5.74562e-15,0,4.00081e-07
2.02298e-08,4.24487e-17,5.03275e-09,5.74558e-15,0,4.00081e-07
2.06059e-08,4.32298e-17,5.00204e-09,5.74553e-15,0,4.00081e-07
2.09846e-08,4.40192e-17,4.97172e-09,5.7455e-15,0,4.00081e-07
2.1365e-08,4.48147e-17,4.94185e-09,5.74544e-15,0,4.00081e-07
2.17471e-08,4.56166e-17,4.91242e-09,5.74537e-15,0,4.00081e-07
2.21316e-08,4.64263e-17,4.88339e-09,5.74532e-15,0,4.00081e-07
2.25187e-08,4.7244e-17,4.85473e-09,5.74528e-15,0,4.00081e-07
2.2909e-08,4.80709e-17,4.82643e-09,5.7453e-15,0,4.00081e-07
2.33025e-08,4.89077e-17,4.79845e-09,5.74533e-15,0,4.00081e-07
2.36995e-08,4.97548e-17,4.77076e-09,5.74529e-15,0,4.00081e-07
2.41006e-08,5.06133e-17,4.74334e-09,5.74524e-15,0,4.00081e-07
2.45047e-08,5.14811e-17,4.71626e-09,5.74518e-15,0,4.00081e-07
2.49103e-08,5.23549e-17,4.68962e-09,5.74511e-15,0,4.00081e-07
2.5318e-08,5.32361e-17,4.66337e-09,5.74503e-15,0,4.00081e-07
2.57278e-08,5.41249e-17,4.63751e-09,5.74499e-15,0,4.00081e-07
2.61405e-08,5.50226e-17,4.61199e-09,5.74496e-15,0,4.00081e-07
2.65563e-08,5.59301e-17,4.58678e-09,5.74492e-15,0,4.00081e-07
2.69754e-08,5.68476e-17,4.56187e-09,5.74486e-15,0,4.00081e-07
2.73981e-08,5.77761e-17,4.53724e-09,5.74484e-15,0,4.00081e-07
2.7823e-08,5.87125e-17,4.51297e-09,5.7448e-15,0,4.00081e-07
2.82488e-08,5.96539e-17,4.48912e-09,5.74475e-15,0,4.00081e-07
2.86757e-08,6.06008e-17,4.46566e-09,5.7447e-15,0,4.00081e-07
2.91044e-08,6.15543e-17,4.44256e-09,5.74464e-15,0,4.00081e-07
2.95349e-08,6.25152e-17,4.4198e-09,5.7446e-15,0,4.00081e-07
2.9968e-08,6.34848e-17,4.39732e-09,5.74454e-15,0,4.00081e-07
3.04038e-08,6.44636e-17,4.37512e-09,5.7445e-15,0,4.00081e-07
3.08425e-08,6.54525e-17,4.35317e-09,5.74446e-15,0,4.00081e-07
3.12842e-08,6.64513e-17,4.33147e-09,5.7444e-15,0,4.00081e-07
3.17294e-08,6.74611e-17,4.30998e-09,5.74435e-15,0,4.00081e-07
3.21783e-08,6.84826e-17,4.28869e-09,5.74431e-15,0,4.00081e-07
3.26301e-08,6.95142e-17,4.26764e-09,5.7443e-15,0,4.00081e-07
3.30832e-08,7.05518e-17,4.24689e-09,5.74427e-15,0,4.00081e-07
3.3538e-08,7.15967e-17,4.2264e-09,5.74423e-15,0,4.00081e-07
3.3995e-08,7.26499e-17,4.20616e-09,5.74422e-15,0,4.00081e-07
3.44541e-08,7.37115e-17,4.18615e-09,5.74419e-15,0,4.00081e-07
3.49159e-08,7.47826e-17,4.16634e-09,5.74414e-15,0,4.00081e-07
3.53803e-08,7.58634e-17,4.14673e-09,5.7441e-15,0,4.00081e-07
3.58477e-08,7.69544e-17,4.1273e-09,5.74404e-15,0,4.00081e-07
3.63182e-08,7.80565e-17,4.10803e-09,5.74399e-15,0,4.00081e-07
3.67897e-08,7.91643e-17,4.08902e-09,5.74394e-15,0,4.00081e-07
3.72619e-08,8.02772e-17,4.07026e-09,5.74389e-15,0,4.00081e-07
3.77352e-08,8.13965e-17,4.05174e-09,5.74385e-15,0,4.00081e-07
3.82101e-08,8.25232e-17,4.03341e-09,5.74383e-15,0,4.00081e-07
3.86867e-08,8.36575e-17,4.01529e-09,5.74382e-15,0,4.00081e-07
3.91655e-08,8.48006e-17,3.99735e-09,5.74379e-15,0,4.00081e-07
3.96464e-08,8.59525e-17,3.97957e-09,5.74375e-15,0,4.00081e-07
4.01295e-08,8.71133e-17,3.96197e-09,5.74373e-15,0,4.00081e-07
4.0615e-08,8.82837e-17,3.94452e-09,5.74371e-15,0,4.00081e-07
4.11032e-08,8.94643e-17,3.92722e-09,5.74369e-15,0,4.00081e-07
4.15945e-08,9.06559e-17,3.91005e-09,5.74365e-15,0,4.00081e-07
4.20887e-08,9.18587e-17,3.89302e-09,5.74362e-15,0,4.00081e-07
4.25856e-08,9.30716e-17,3.87613e-09,5.74359e-15,0,4.00081e-07
4.30837e-08,9.42916e-17,3.85943e-09,5.74357e-15,0,4.00081e-07
4.35834e-08,9.55194e-17,3.84291e-09,5.74352e-15,0,4.00081e-07
4.40847e-08,9.6755e-17,3.82656e-09,5.74349e-15,0,4.00081e-07
4.45878e-08,9.79991e-17,3.81038e-09,5.74347e-15,0,4.00081e-07
4.50928e-08,9.92519e-17,3.79435e-09,5.74344e-15,0,4.00081e-07
4.55996e-08,1.00513e-16,3.77849e-09,5.74341e-15,0,4.00081e-07
4.61083e-08,1.01783e-16,3.76279e-09,5.74339e-15,0,4.00081e-07
4.66195e-08,1.03063e-16,3.74722e-09,5.7434e-15,0,4.00081e-07
4.71329e-08,1.04353e-16,3.7318e-09,5.74338e-15,0,4.00081e-07
4.7648e-08,1.05651e-16,3.71654e-09,5.74336e-15,0,4.00081e-07
4.81642e-08,1.06956e-16,3.70145e-09,5.74334e-15,0,4.00081e-07
4.86815e-08,1.08268e-16,3.68653e-09,5.7433e-15,0,4.00081e-07
4.91999e-08,1.09587e-16,3.67178e-09,5.74327e-15,0,4.00081e-07
4.97198e-08,1.10914e-16,3.65719e-09,5.74324e-15,0,4.00081e-07
5.0241e-08,1.12248e-16,3.64275e-09,5.74321e-15,0,4.00081e-07
5.07637e-08,1.13591e-16,3.62847e-09,5.7432e-15,0,4.00081e-07
5.12882e-08,1.14942e-16,3.61433e-09,5.74319e-15,0,4.00081e-07
5.18147e-08,1.16303e-16,3.60032e-09,5.74317e-15,0,4.00081e-07
5.23432e-08,1.17673e-16,3.58644e-09,5.74317e-15,0,4.00081e-07
5.28741e-08,1.19053e-16,3.57268e-09,5.74316e-15,0,4.00081e-07
5.34077e-08,1.20445e-16,3.55903e-09,5.74317e-15,0,4.00081e-07
5.3944e-08,1.21848e-16,3.54549e-09,5.74317e-15,0,4.00081e-07
5.44831e-08,1.23263e-16,3.53206e-09,5.74315e-15,0,4.00081e-07
5.50234e-08,1.24686e-16,3.51877e-09,5.74313e-15,0,4.00081e-07
5.55649e-08,1.26116e-16,3.50562e-09,5.74311e-15,0,4.00081e-07
5.61077e-08,1.27553e-16,3.4926e-09,5.7431e-15,0,4.00081e-07
