%Time,bubbleVolume,bubblepressure,bubblemass,oilmass,watermass
0,1.61687e-17,7.76997e-09,5.85988e-15,1.0004e-07,2.9606e-07
1.2e-12,1.61687e-17,7.76997e-09,5.85988e-15,1.0004e-07,2.9606e-07
2.64e-12,1.61687e-17,7.76997e-09,5.85988e-15,1.0004e-07,2.9606e-07
4.368e-12,1.61687e-17,7.76998e-09,5.85988e-15,1.0004e-07,2.9606e-07
6.4416e-12,1.61687e-17,7.76998e-09,5.85988e-15,1.0004e-07,2.9606e-07
8.92992e-12,1.61687e-17,7.76998e-09,5.85989e-15,1.0004e-07,2.9606e-07
1.19159e-11,1.61687e-17,7.76998e-09,5.85989e-15,1.0004e-07,2.9606e-07
1.54991e-11,1.61687e-17,7.76998e-09,5.85989e-15,1.0004e-07,2.9606e-07
1.97989e-11,1.61688e-17,7.76998e-09,5.85989e-15,1.0004e-07,2.9606e-07
2.49587e-11,1.61688e-17,7.76998e-09,5.8599e-15,1.0004e-07,2.9606e-07
3.11504e-11,1.61688e-17,7.76998e-09,5.85991e-15,1.0004e-07,2.9606e-07
3.85805e-11,1.61689e-17,7.76998e-09,5.85992e-15,1.0004e-07,2.9606e-07
4.74965e-11,1.61689e-17,7.76998e-09,5.85994e-15,1.0004e-07,2.9606e-07
5.81958e-11,1.6169e-17,7.76999e-09,5.85996e-15,1.0004e-07,2.9606e-07
7.1035e-11,1.61692e-17,7.76999e-09,5.86e-15,1.0004e-07,2.9606e-07
8.6442e-11,1.61694e-17,7.76999e-09,5.86005e-15,1.0004e-07,2.9606e-07
1.0493e-10,1.61697e-17,7.77e-09,5.86013e-15,1.0004e-07,2.9606e-07
1.27117e-10,1.61702e-17,7.77001e-09,5.86024e-15,1.0004e-07,2.9606e-07
1.5374e-10,1.61708e-17,7.77002e-09,5.86041e-15,1.0004e-07,2.9606e-07
1.85688e-10,1.61718e-17,7.77004e-09,5.86064e-15,1.0004e-07,2.9606e-07
2.24026e-10,1.61732e-17,7.77007e-09,5.86099e-15,1.0004e-07,2.9606e-07
2.70031e-10,1.61753e-17,7.77011e-09,5.86148e-15,1.0004e-07,2.9606e-07
3.25237e-10,1.61782e-17,7.76758e-09,5.86025e-15,1.0004e-07,2.9606e-07
3.91485e-10,1.61805e-17,7.76555e-09,5.85996e-15,1.0004e-07,2.9606e-07
4.70983e-10,1.61837e-17,7.76283e-09,5.85973e-15,1.0004e-07,2.9606e-07
5.66376e-10,1.61884e-17,7.75905e-09,5.85951e-15,1.0004e-07,2.9606e-07
6.80846e-10,1.61952e-17,7.75371e-09,5.85927e-15,1.0004e-07,2.9606e-07
8.18209e-10,1.62051e-17,7.74611e-09,5.85896e-15,1.0004e-07,2.9606e-07
9.83036e-10,1.62194e-17,7.73532e-09,5.85854e-15,1.0004e-07,2.9606e-07
