%Time,bubbleVolume,bubblepressure,bubblemass,oilmass,watermass
0,1.63123e-17,7.87012e-09,5.93052e-15,1.0004e-07,2.9606e-07
1.2e-12,1.63123e-17,4.79036e-09,5.93052e-15,1.0004e-07,2.9606e-07
2.64e-12,1.63123e-17,3.21078e-09,4.16897e-15,1.0004e-07,2.9606e-07
4.368e-12,1.63123e-17,2.34899e-09,3.12471e-15,1.0004e-07,2.9606e-07
6.4416e-12,1.63123e-17,1.84938e-09,2.48505e-15,1.0004e-07,2.9606e-07
8.92992e-12,1.63123e-17,1.5434e-09,2.07963e-15,1.0004e-07,2.9606e-07
1.19159e-11,1.63123e-17,1.34707e-09,1.81413e-15,1.0004e-07,2.9606e-07
1.54991e-11,1.63123e-17,1.21625e-09,1.63509e-15,1.0004e-07,2.9606e-07
1.97989e-11,1.63123e-17,1.12646e-09,1.51135e-15,1.0004e-07,2.9606e-07
2.49587e-11,1.63123e-17,1.0634e-09,1.4241e-15,1.0004e-07,2.9606e-07
3.11504e-11,1.63123e-17,1.01834e-09,1.36159e-15,1.0004e-07,2.9606e-07
3.85805e-11,1.63123e-17,9.85693e-10,1.31624e-15,1.0004e-07,2.9606e-07
4.74965e-11,1.63123e-17,9.61809e-10,1.28304e-15,1.0004e-07,2.9606e-07
5.81958e-11,1.63123e-17,9.44201e-10,1.25854e-15,1.0004e-07,2.9606e-07
7.1035e-11,1.63124e-17,9.31143e-10,1.24037e-15,1.0004e-07,2.9606e-07
8.6442e-11,1.63124e-17,9.21418e-10,1.22683e-15,1.0004e-07,2.9606e-07
1.0493e-10,1.63124e-17,9.14151e-10,1.21672e-15,1.0004e-07,2.9606e-07
1.27117e-10,1.63124e-17,9.08708e-10,1.20914e-15,1.0004e-07,2.9606e-07
1.5374e-10,1.63124e-17,9.04622e-10,1.20345e-15,1.0004e-07,2.9606e-07
1.85688e-10,1.63125e-17,9.01551e-10,1.19917e-15,1.0004e-07,2.9606e-07
2.24026e-10,1.63125e-17,8.9924e-10,1.19596e-15,1.0004e-07,2.9606e-07
2.70031e-10,1.63126e-17,8.97404e-10,1.19345e-15,1.0004e-07,2.9606e-07
3.25237e-10,1.63128e-17,8.96039e-10,1.19161e-15,1.0004e-07,2.9606e-07
3.91485e-10,1.63131e-17,8.94967e-10,1.19022e-15,1.0004e-07,2.9606e-07
4.70983e-10,1.63134e-17,8.94098e-10,1.18915e-15,1.0004e-07,2.9606e-07
5.66376e-10,1.6314e-17,8.93355e-10,1.18831e-15,1.0004e-07,2.9606e-07
6.80846e-10,1.63147e-17,8.92669e-10,1.18765e-15,1.0004e-07,2.9606e-07
8.18209e-10,1.63158e-17,8.91973e-10,1.18709e-15,1.0004e-07,2.9606e-07
9.83036e-10,1.63173e-17,8.91196e-10,1.1866e-15,1.0004e-07,2.9606e-07
1.18082e-09,1.63196e-17,8.90253e-10,1.18612e-15,1.0004e-07,2.9606e-07
1.41818e-09,1.6323e-17,8.89043e-10,1.18562e-15,1.0004e-07,2.9606e-07
1.703e-09,1.63282e-17,8.87588e-10,1.18523e-15,1.0004e-07,2.9606e-07
2.04477e-09,1.63342e-17,8.85556e-10,1.18464e-15,1.0004e-07,2.9606e-07
2.45495e-09,1.63436e-17,8.82865e-10,1.18394e-15,1.0004e-07,2.9606e-07
2.94707e-09,1.6359e-17,8.79352e-10,1.18313e-15,1.0004e-07,2.9606e-07
3.53775e-09,1.63843e-17,8.74862e-10,1.18224e-15,1.0004e-07,2.9606e-07
4.24647e-09,1.64268e-17,8.69288e-10,1.18135e-15,1.0004e-07,2.9606e-07
5.06602e-09,1.64956e-17,8.62876e-10,1.18071e-15,1.0004e-07,2.9606e-07
5.98301e-09,1.66018e-17,8.5596e-10,1.18051e-15,1.0004e-07,2.9606e-07
6.85114e-09,1.67348e-17,8.49864e-10,1.18092e-15,1.0004e-07,2.9606e-07
7.6425e-09,1.68855e-17,8.44638e-10,1.18163e-15,1.0004e-07,2.9606e-07
8.38251e-09,1.70519e-17,8.39972e-10,1.18244e-15,1.0004e-07,2.9606e-07
9.07936e-09,1.72303e-17,8.35749e-10,1.18324e-15,1.0004e-07,2.9606e-07
9.74307e-09,1.74184e-17,8.31868e-10,1.18398e-15,1.0004e-07,2.9606e-07
1.03803e-08,1.76146e-17,8.28274e-10,1.18466e-15,1.0004e-07,2.9606e-07
1.09919e-08,1.78157e-17,8.24958e-10,1.18528e-15,1.0004e-07,2.9606e-07
1.15888e-08,1.80228e-17,8.21861e-10,1.18586e-15,1.0004e-07,2.9606e-07
